author,original_text,date,source_name,source_link,validated
Steinunn Refsdóttir,"<p><b>Steinunn Refsdóttir</b> was an Icelandic skald active at the end of the 10th century. Two verses by her are preserved, in which she taunts the missionary Þangbrandr.
</p><p>The daughter of Refr <i>hinn mikill</i> (""the Great"") and Finna, Steinunn was both descended from and married into a powerful family of heathen priest-chieftains (<i>goðar</i>). She was the mother of the skald Hofgarða-Refr Gestsson.
</p><p><i>Kristni saga</i> <small>(9)</small> and <i>Óláfs saga Tryggvasonar en mesta</i> <small>(216)</small> quote two skaldic verses (<i>lausavísur</i>) in which she taunts Þangbrandr, a missionary sent to Iceland by the Norwegian king Óláfr Tryggvason, attributing his shipwreck to the gods and especially Thor, with Christ having offered no help. <i>Brennu-Njáls saga</i> <small>(102)</small> has the verses in reverse order and adds that before speaking them, she told Þangbrandr he would be better off becoming a heathen: ""'Did you ever hear,' she asked, 'how Thor challenged Christ to a duel, and Christ did not dare to accept the challenge?'"" Here her verses are in answer to Þangbrandr's asking her who she thinks wrecked his ship, and she has the last word. These verses are among the few testimonies of pre-Christian skaldic poetry composed by a woman that have come down to us.
</p>",,Wikipedia,https://en.wikipedia.org/wiki/Steinunn_Refsd%C3%B3ttir,False
Trobairitz,"<p class=""mw-empty-elt"">
</p>


<p>The <i><b>trobairitz</b></i> (<span>Occitan pronunciation:</span> <span lang=""oc-Latn-fonipa"">[tɾuβajˈɾits]</span>) were Occitan female troubadours of the 12th and 13th centuries, active from around 1170 to approximately 1260. <i>Trobairitz</i> is  both singular and plural.
</p><p>The word <i>trobairitz</i> is first attested in the 13th-century romance <i>Flamenca</i>. It comes from the Provençal word <i>trobar</i>, the literal meaning of which is ""to find"", and the technical meaning of which is ""to compose"". The word <i>trobairitz</i> is used very rarely in medieval Occitan, as it does not occur in lyrical poetry, grammatical treatises or in the biographies (<i>vidas</i>) of the <i>trobairitz</i> or troubadours. It does occur in the treatise <i>Doctrina d'acort</i> by Terramagnino da Pisa, written between 1282 and 1296. He uses it as an example of a word the plural and singular of which are the same.
</p><p><i>Trobairitz</i> composed, wrote verses, and performed for the Occitan noble courts. They are exceptional in musical history as the first known female composers of Western secular music; all earlier known female composers wrote sacred music. The <i>trobairitz</i> were part of courtly society, as opposed to their lower class counterparts the <i>joglaressas</i>. Although troubadours sometimes came from humble origins—Bernart de Ventadorn might have been the son of a castle's baker—the <i>trobairitz</i> were usually nobly born. The most important <i>trobairitz</i> were Alamanda de Castelnau, Azalais de Porcairagues, Maria de Ventadorn, Tibors de Sarenom, Castelloza, Garsenda de Proença, Gormonda de Monpeslier, and the Comtessa de Diá.
</p>",,Wikipedia,https://en.wikipedia.org/wiki/Trobairitz,False
Zaynab al-Mariyya,"<p><b>Zaynab al-Mariyya</b> (<abbr title=""circa"">c.</abbr><span> 11th–13th centuries</span>) was an <i>adība</i> (woman of letters) and poet, most likely born in Almería, Andalusia, Spain.
</p><p>Among Andalusian women poets, she left behind some of the fewest details of her life. Her surname implies that she was born in Almería, and the lack of a known lineage could indicate that she was a slave.
</p><p>She is mentioned by the scholar Ibn Abd al-Malik al-Marrakushi, which means she lived before his time, possibly in the 11th or 12th century, as that was the height of economic and cultural splendor in Taifa of Almería under the reign of Abu Yahya Muhammad al-Mutasim. This would make Zaynab al-Mariyya a contemporary of al-Gassaniyya, another female poet in Almería.
</p><p>Of her work, only one poem remains, a courtly love poem:
</p>",,Wikipedia,https://en.wikipedia.org/wiki/Zaynab_al-Mariyya,False
Category:Medieval Arab women poets,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Arab_women_poets,False
Category:Women poets of the medieval Islamic world,"<p>Women poets who lived under the rule of Islam during the Middle Ages, irrespective of their religion, ethnicity or language.</p>",,Wikipedia,https://en.wikipedia.org/wiki/Category:Women_poets_of_the_medieval_Islamic_world,False
Category:Trobairitz,<ul><li><b>Trobairitz</b> —  Medieval women <b>troubadours</b> during the High Middle Ages in Medieval Occitania.</li></ul>,,Wikipedia,https://en.wikipedia.org/wiki/Category:Trobairitz,False
Category:Women writers of the medieval Islamic world,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Women_writers_of_the_medieval_Islamic_world,False
Category:Medieval women poets,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_women_poets,False
Category:6th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:6th-century_women_writers,False
Category:7th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:7th-century_women_writers,False
Category:8th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:8th-century_women_writers,False
Category:9th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:9th-century_women_writers,False
Category:10th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:10th-century_women_writers,False
Category:11th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:11th-century_women_writers,False
Category:12th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:12th-century_women_writers,False
Category:13th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:13th-century_women_writers,False
Category:14th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:14th-century_women_writers,False
Category:15th-century women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:15th-century_women_writers,False
Category:Medieval Armenian women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Armenian_women_writers,False
Category:Medieval Austrian women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Austrian_women_writers,False
Category:Byzantine women writers,"<p>Women writers of the Byzantine Empire.
</p>",,Wikipedia,https://en.wikipedia.org/wiki/Category:Byzantine_women_writers,False
Category:Medieval English women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_English_women_writers,False
Category:Medieval French women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_French_women_writers,False
Category:Medieval German women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_German_women_writers,False
Category:Medieval Hungarian women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Hungarian_women_writers,False
Category:Medieval Italian women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Italian_women_writers,False
Category:Medieval Portuguese women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Portuguese_women_writers,False
Category:Medieval Scottish women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Scottish_women_writers,False
Category:Medieval Spanish women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Spanish_women_writers,False
Category:Medieval Swedish women writers,,,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Swedish_women_writers,False
Category:Medieval Welsh women writers,"<p>Women writers from Wales in the Middle Ages (411–1542), from the withdrawal of the Roman garrison in Roman Britain to the annexation of Wales to the Kingdom of England.</p>",,Wikipedia,https://en.wikipedia.org/wiki/Category:Medieval_Welsh_women_writers,False
